 GroupIndex,Value
1, 3.4767946E-10
2, 2.4321835E-10
3, 1.7599943E-10
4, 1.4513822E-10
5, 1.2699245E-09
6, 2.8645232E-09
7, 3.3494785E-10
8, 6.9528232E-10
9, 5.6536282E-10
10, 8.2333147E-10
11, 2.4326408E-08
12, 1.2626540E-08
13, 4.4790392E-13
14, 4.2512509E-09
15, 4.1110613E-09
16, 2.3111008E-09
17, 2.4994453E-09
18, 4.1645766E-09
19, 8.9918319E-09
20, 6.0304689E-08
21, 1.5638310E-06
22, 2.0666379E-05
23, 2.4669824E-05
24, 2.4513261E-05
25, 4.2824682E-05
