 GroupIndex,Value
1, 3.6992317E-05
2, 2.6843565E-05
3, 2.1582573E-05
4, 2.9153997E-05
5, 2.7178871E-03
6, 1.1839260E-03
7, 6.8563678E-04
8, 3.0422994E-04
9, 3.7614203E-04
10, 1.5518718E-04
11, 1.3252973E-04
12, 7.6291249E-05
13, 5.0567387E-05
14, 3.5336608E-05
15, 2.6782310E-05
16, 1.8898152E-05
17, 1.1263406E-05
18, 6.8503077E-06
19, 5.2959797E-06
20, 5.6009447E-06
21,-2.7561502E-06
22, 1.8211239E-05
23, 5.0031297E-05
24, 1.0348283E-03
25, 2.5162944E-03
