 GroupIndex,Value
1, 5.9450905E-02
2, 4.1608629E-02
3, 3.0161125E-02
4, 2.5129440E-02
5, 2.4841613E-01
6, 4.5431795E-01
7, 6.5966611E-02
8, 1.1358705E-01
9, 9.7537141E-02
10, 1.4102425E-01
11, 4.0710267E+00
12, 2.1278782E+00
13, 2.4989636E-02
14, 7.5606498E-01
15, 7.7553364E-01
16, 5.5537222E-01
17, 7.2564202E-01
18, 6.3788209E-01
19, 1.6034610E+00
20, 1.0041302E+01
21, 2.7595775E+02
22, 3.5056486E+03
23, 4.2374142E+03
24, 4.3746742E+03
25, 7.3789142E+03
