 LegendreIndex,FromIndex,ToIndex,Value
5,4,3, 1.9372651E-08
5,4,4,-3.7546115E-08
5,5,4, 1.9321643E-08
5,5,5,-3.4343853E-08
5,6,5, 5.2402774E-09
5,6,6,-1.7595935E-08
5,7,6, 1.7237030E-08
5,7,7,-2.3030322E-08
5,8,7, 3.5176974E-08
5,8,8,-1.8019248E-08
5,9,8,-1.0487880E-06
5,9,9, 1.0862836E-06
5,10,9, 2.2648183E-07
5,10,10, 7.4712505E-09
5,11,10, 1.4164215E-07
5,11,11, 2.2270797E-07
5,12,11, 1.0532707E-06
5,12,12,-8.8736161E-07
5,13,12,-1.7058443E-05
5,13,13, 1.6894609E-05
5,14,13,-7.9998200E-06
5,14,14, 7.7612682E-06
5,15,5, 1.5431473E-13
5,15,6, 7.1487171E-13
5,15,7, 3.3125408E-12
5,15,8, 1.5339093E-11
5,15,9, 7.0895554E-11
5,15,10, 3.2609384E-10
5,15,11, 1.4856995E-09
5,15,12, 6.5743606E-09
5,15,13, 2.5187177E-08
5,15,14, 2.4911467E-06
5,15,15,-2.2759723E-06
5,16,4, 2.4037064E-11
5,16,5, 1.0817135E-10
5,16,6, 4.9378298E-10
5,16,7, 2.2701274E-09
5,16,8, 1.0500906E-08
5,16,9, 4.8583051E-08
5,16,10, 2.2473500E-07
5,16,11, 1.0366716E-06
5,16,12, 9.2176041E-07
5,16,14, 2.3309151E-08
5,16,15, 2.7054140E-07
5,16,16,-4.0341319E-07
5,17,1, 1.1665773E-13
5,17,2, 2.4461991E-13
5,17,3, 6.9231885E-13
5,17,4, 1.5616142E-12
5,17,5, 3.4310080E-12
5,17,6, 8.6743038E-12
5,17,7, 2.6621803E-11
5,17,8, 8.5514414E-11
5,17,9, 3.1373812E-10
5,17,10, 1.3080879E-09
5,17,11, 5.9543909E-09
5,17,12, 3.2192234E-06
5,17,13, 1.7856069E-05
5,17,14, 7.5531434E-05
5,17,15, 2.9325306E-04
5,17,16, 9.4434712E-04
5,17,17, 3.4769945E-04
5,18,6, 6.9006010E-13
5,18,7, 3.5876301E-12
5,18,8, 2.7622640E-11
5,18,9, 1.2920952E-10
5,18,10, 6.0134774E-10
5,18,11, 2.7906032E-09
5,18,12, 1.3577272E-08
5,18,13, 6.0010498E-08
5,18,14, 2.7701662E-07
5,18,15, 1.3122335E-06
5,18,16, 6.0413595E-06
5,18,17, 2.1808373E-03
5,18,18, 2.4684934E-03
5,19,6, 1.1132048E-13
5,19,7, 7.9312489E-13
5,19,8, 3.9225519E-12
5,19,9, 2.6785552E-11
5,19,10, 1.2439840E-10
5,19,11, 5.7665224E-10
5,19,12, 2.7959529E-09
5,19,13, 1.5353265E-08
5,19,14, 5.2051614E-08
5,19,15, 1.8183003E-07
5,19,16, 8.8721573E-07
5,19,17, 2.8007285E-05
5,19,18, 2.2265587E-03
5,19,19, 5.3519993E-03
5,20,3, 8.4199611E-14
5,20,4, 2.9271083E-13
5,20,5, 8.7475911E-12
5,20,6, 6.2512845E-11
5,20,7, 2.4537853E-10
5,20,8, 9.4109026E-10
5,20,9, 3.9517171E-09
5,20,10, 1.7389623E-08
5,20,11, 7.8319093E-08
5,20,12, 3.2653344E-07
5,20,13, 1.3600609E-06
5,20,14, 5.5082081E-06
5,20,15, 1.8431604E-05
5,20,16, 5.3362119E-05
5,20,17, 1.4235821E-04
5,20,18, 5.0972467E-05
5,20,19, 1.9782401E-03
5,20,20, 8.8675473E-03
5,21,3, 1.2444581E-13
5,21,4, 5.4295416E-13
5,21,5, 3.0187975E-11
5,21,6, 1.5759568E-10
5,21,7, 7.7836840E-10
5,21,8, 3.2119511E-09
5,21,9, 1.3924396E-08
5,21,10, 6.1996139E-08
5,21,11, 2.6497142E-07
5,21,12, 9.5875029E-07
5,21,13, 3.4102052E-06
5,21,14, 1.2325013E-05
5,21,15, 4.3747169E-05
5,21,16, 1.6173875E-04
5,21,17, 6.0876406E-04
5,21,18, 2.0893423E-03
5,21,19, 3.6026257E-03
5,21,20, 3.8013262E-03
5,21,21, 1.0149965E-02
5,22,3, 1.2332151E-11
5,22,4, 5.4216335E-11
5,22,5, 2.0677617E-10
5,22,6, 6.9967447E-10
5,22,7, 2.3093763E-09
5,22,8, 6.8482788E-09
5,22,9, 2.1674973E-08
5,22,10, 6.8700123E-08
5,22,11, 2.1760162E-07
5,22,12, 6.8820793E-07
5,22,13, 2.1793740E-06
5,22,14, 6.9024175E-06
5,22,15, 2.1855545E-05
5,22,16, 7.1289492E-05
5,22,17, 2.9440417E-04
5,22,18, 9.8311082E-04
5,22,19, 3.4883081E-03
5,22,20, 7.8509006E-03
5,22,21, 4.9185107E-03
5,22,22, 1.2356161E-02
5,23,3, 9.7259894E-12
5,23,4, 4.5144382E-11
5,23,5, 2.0919256E-10
5,23,6, 8.2961402E-10
5,23,7, 2.7548480E-09
5,23,8, 8.7379618E-09
5,23,9, 2.6894783E-08
5,23,10, 8.5281980E-08
5,23,11, 2.7001895E-07
5,23,12, 8.5392931E-07
5,23,13, 2.6993051E-06
5,23,14, 8.5613755E-06
5,23,15, 2.7127452E-05
5,23,16, 8.8744647E-05
5,23,17, 3.6726215E-04
5,23,18, 1.2004187E-03
5,23,19, 3.3000609E-03
5,23,20, 5.9321313E-03
5,23,21, 4.8899511E-03
5,23,22, 3.2530990E-03
5,23,23, 1.6000988E-02
5,24,3, 8.0420720E-12
5,24,4, 3.7444644E-11
5,24,5, 1.7380231E-10
5,24,6, 7.9226405E-10
5,24,7, 2.7681574E-09
5,24,8, 9.0750982E-09
5,24,9, 2.7815290E-08
5,24,10, 8.7870773E-08
5,24,11, 2.7765418E-07
5,24,12, 8.7793178E-07
5,24,13, 2.7783498E-06
5,24,14, 8.7852565E-06
5,24,15, 2.7805095E-05
5,24,16, 9.3967412E-05
5,24,17, 3.9290400E-04
5,24,18, 1.2832804E-03
5,24,19, 3.4207637E-03
5,24,20, 5.7078882E-03
5,24,21, 4.0735638E-03
5,24,22, 1.7389815E-03
5,24,23, 9.7328096E-04
5,24,24, 1.9379863E-02
5,25,4, 1.6998736E-11
5,25,5, 3.7735119E-11
5,25,6, 1.3056830E-10
5,25,7, 3.4788299E-10
5,25,8, 1.0290571E-09
5,25,9, 2.8474655E-09
5,25,10, 8.2531403E-09
5,25,11, 2.4601395E-08
5,25,12, 7.4669879E-08
5,25,13, 2.3072352E-07
5,25,14, 7.8402248E-07
5,25,15, 2.4844873E-06
5,25,16, 8.2981382E-06
5,25,17, 3.1630386E-05
5,25,18, 1.2441086E-04
5,25,19, 4.4908097E-04
5,25,20, 1.6129679E-03
5,25,21, 3.0588967E-03
5,25,22, 3.6878972E-03
5,25,23, 1.4016569E-03
5,25,24, 1.6277707E-03
5,25,25, 1.6722031E-02
6,2,1, 1.4786353E-09
6,2,2,-9.6732024E-10
6,3,2,-9.7202264E-10
6,3,3, 1.4782067E-09
6,4,3, 7.7823465E-10
6,4,4,-2.9786975E-10
6,5,4,-5.2256411E-10
6,5,5, 9.9042429E-10
6,6,5,-6.2009048E-08
6,6,6, 6.2507828E-08
6,7,6, 8.7531470E-10
6,7,7,-4.3969139E-09
6,8,7, 8.0927075E-09
6,8,8,-1.5692633E-08
6,9,8, 2.5765583E-07
6,9,9,-2.6817210E-07
6,10,9,-1.6433694E-07
6,10,10, 1.0887437E-07
6,11,10, 2.4781195E-07
6,11,11,-3.2792235E-07
6,12,11,-2.7973639E-07
6,12,12, 2.7796351E-07
6,13,12, 1.1325926E-05
6,13,13,-1.1395881E-05
6,14,13,-1.4345002E-06
6,14,14, 1.6019968E-06
6,15,5, 1.5431473E-13
6,15,6, 7.1487171E-13
6,15,7, 3.3125408E-12
6,15,8, 1.5339093E-11
6,15,9, 7.0895554E-11
6,15,10, 3.2609384E-10
6,15,11, 1.4856995E-09
6,15,12, 6.5743606E-09
6,15,13, 2.5187177E-08
6,15,14, 7.3378167E-06
6,15,15,-6.7120508E-06
6,16,4, 2.4037064E-11
6,16,5, 1.0817135E-10
6,16,6, 4.9378298E-10
6,16,7, 2.2701274E-09
6,16,8, 1.0500906E-08
6,16,9, 4.8583051E-08
6,16,10, 2.2473500E-07
6,16,11, 1.0366716E-06
6,16,12, 9.2176041E-07
6,16,14, 2.3309151E-08
6,16,15, 2.1639215E-07
6,16,16, 7.1024039E-07
6,17,1, 1.1665773E-13
6,17,2, 2.4461991E-13
6,17,3, 6.9231885E-13
6,17,4, 1.5616142E-12
6,17,5, 3.4310080E-12
6,17,6, 8.6743038E-12
6,17,7, 2.6621803E-11
6,17,8, 8.5514414E-11
6,17,9, 3.1373812E-10
6,17,10, 1.3080879E-09
6,17,11, 5.9543909E-09
6,17,12, 3.2192234E-06
6,17,13, 1.7856069E-05
6,17,14, 7.5531434E-05
6,17,15, 2.9325306E-04
6,17,16, 9.4429879E-04
6,17,17, 3.4740063E-04
6,18,6, 6.9006010E-13
6,18,7, 3.5876301E-12
6,18,8, 2.7622640E-11
6,18,9, 1.2920952E-10
6,18,10, 6.0134774E-10
6,18,11, 2.7906032E-09
6,18,12, 1.3577272E-08
6,18,13, 6.0010498E-08
6,18,14, 2.7701662E-07
6,18,15, 1.3122335E-06
6,18,16, 6.0413595E-06
6,18,17, 2.1808832E-03
6,18,18, 2.4621081E-03
6,19,6, 1.1132048E-13
6,19,7, 7.9312489E-13
6,19,8, 3.9225519E-12
6,19,9, 2.6785552E-11
6,19,10, 1.2439840E-10
6,19,11, 5.7665224E-10
6,19,12, 2.7959529E-09
6,19,13, 1.5353265E-08
6,19,14, 5.2051614E-08
6,19,15, 1.8183003E-07
6,19,16, 8.8721573E-07
6,19,17, 2.8007285E-05
6,19,18, 2.2275466E-03
6,19,19, 5.2748823E-03
6,20,3, 8.4199611E-14
6,20,4, 2.9271083E-13
6,20,5, 8.7475911E-12
6,20,6, 6.2512845E-11
6,20,7, 2.4537853E-10
6,20,8, 9.4109026E-10
6,20,9, 3.9517171E-09
6,20,10, 1.7389623E-08
6,20,11, 7.8319093E-08
6,20,12, 3.2653344E-07
6,20,13, 1.3600609E-06
6,20,14, 5.5082081E-06
6,20,15, 1.8431604E-05
6,20,16, 5.3362119E-05
6,20,17, 1.4235821E-04
6,20,18, 5.0972467E-05
6,20,19, 1.9939335E-03
6,20,20, 8.4361193E-03
6,21,3, 1.2444581E-13
6,21,4, 5.4295416E-13
6,21,5, 3.0187975E-11
6,21,6, 1.5759568E-10
6,21,7, 7.7836840E-10
6,21,8, 3.2119511E-09
6,21,9, 1.3924396E-08
6,21,10, 6.1996139E-08
6,21,11, 2.6497142E-07
6,21,12, 9.5875029E-07
6,21,13, 3.4102052E-06
6,21,14, 1.2325013E-05
6,21,15, 4.3747169E-05
6,21,16, 1.6173875E-04
6,21,17, 6.0876406E-04
6,21,18, 2.0893423E-03
6,21,19, 3.6026257E-03
6,21,20, 3.6779506E-03
6,21,21, 8.2010882E-03
6,22,3, 1.2332151E-11
6,22,4, 5.4216335E-11
6,22,5, 2.0677617E-10
6,22,6, 6.9967447E-10
6,22,7, 2.3093763E-09
6,22,8, 6.8482788E-09
6,22,9, 2.1674973E-08
6,22,10, 6.8700123E-08
6,22,11, 2.1760162E-07
6,22,12, 6.8820793E-07
6,22,13, 2.1793740E-06
6,22,14, 6.9024175E-06
6,22,15, 2.1855545E-05
6,22,16, 7.1289492E-05
6,22,17, 2.9440417E-04
6,22,18, 9.8311082E-04
6,22,19, 3.4883081E-03
6,22,20, 7.8509006E-03
6,22,21, 4.8987788E-03
6,22,22, 8.1284920E-03
6,23,3, 9.7259894E-12
6,23,4, 4.5144382E-11
6,23,5, 2.0919256E-10
6,23,6, 8.2961402E-10
6,23,7, 2.7548480E-09
6,23,8, 8.7379618E-09
6,23,9, 2.6894783E-08
6,23,10, 8.5281980E-08
6,23,11, 2.7001895E-07
6,23,12, 8.5392931E-07
6,23,13, 2.6993051E-06
6,23,14, 8.5613755E-06
6,23,15, 2.7127452E-05
6,23,16, 8.8744647E-05
6,23,17, 3.6726215E-04
6,23,18, 1.2004187E-03
6,23,19, 3.3000609E-03
6,23,20, 5.9321313E-03
6,23,21, 4.8899511E-03
6,23,22, 3.1789552E-03
6,23,23, 1.1542760E-02
6,24,3, 8.0420720E-12
6,24,4, 3.7444644E-11
6,24,5, 1.7380231E-10
6,24,6, 7.9226405E-10
6,24,7, 2.7681574E-09
6,24,8, 9.0750982E-09
6,24,9, 2.7815290E-08
6,24,10, 8.7870773E-08
6,24,11, 2.7765418E-07
6,24,12, 8.7793178E-07
6,24,13, 2.7783498E-06
6,24,14, 8.7852565E-06
6,24,15, 2.7805095E-05
6,24,16, 9.3967412E-05
6,24,17, 3.9290400E-04
6,24,18, 1.2832804E-03
6,24,19, 3.4207637E-03
6,24,20, 5.7078882E-03
6,24,21, 4.0735638E-03
6,24,22, 1.7389815E-03
6,24,23, 9.5585816E-04
6,24,24, 1.4301603E-02
6,25,4, 1.6998736E-11
6,25,5, 3.7735119E-11
6,25,6, 1.3056830E-10
6,25,7, 3.4788299E-10
6,25,8, 1.0290571E-09
6,25,9, 2.8474655E-09
6,25,10, 8.2531403E-09
6,25,11, 2.4601395E-08
6,25,12, 7.4669879E-08
6,25,13, 2.3072352E-07
6,25,14, 7.8402248E-07
6,25,15, 2.4844873E-06
6,25,16, 8.2981382E-06
6,25,17, 3.1630386E-05
6,25,18, 1.2441086E-04
6,25,19, 4.4908097E-04
6,25,20, 1.6129679E-03
6,25,21, 3.0588967E-03
6,25,22, 3.6878972E-03
6,25,23, 1.4016569E-03
6,25,24, 1.0106252E-03
6,25,25, 1.3556801E-02
7,2,1,-7.3856877E-09
7,2,2,-4.5423895E-10
7,3,2,-6.2749123E-09
7,3,3,-1.2292914E-09
7,4,3,-6.8602965E-09
7,4,4,-5.5663768E-10
7,5,4,-6.9712747E-09
7,5,5,-8.4054583E-10
7,6,5, 2.8391385E-09
7,6,6,-8.2807081E-09
7,7,6,-6.6796324E-09
7,7,7, 3.3113054E-09
7,8,7,-5.1342254E-09
7,8,8, 1.7543117E-08
7,9,8, 2.5987554E-07
7,9,9,-2.4352791E-07
7,10,9, 3.2076560E-08
7,10,10, 8.0808698E-08
7,11,10, 2.1861939E-07
7,11,11,-6.3120178E-08
7,12,11,-1.6552249E-07
7,12,12, 2.6907161E-07
7,13,12, 3.9864745E-06
7,13,13,-4.0373821E-06
7,14,13, 5.8981068E-06
7,14,14,-5.8991876E-06
7,15,5, 1.5431473E-13
7,15,6, 7.1487171E-13
7,15,7, 3.3125408E-12
7,15,8, 1.5339093E-11
7,15,9, 7.0895554E-11
7,15,10, 3.2609384E-10
7,15,11, 1.4856995E-09
7,15,12, 6.5743606E-09
7,15,13, 2.5187177E-08
7,15,14, 2.6792929E-06
7,15,15,-2.9722876E-06
7,16,4, 2.4037064E-11
7,16,5, 1.0817135E-10
7,16,6, 4.9378298E-10
7,16,7, 2.2701274E-09
7,16,8, 1.0500906E-08
7,16,9, 4.8583051E-08
7,16,10, 2.2473500E-07
7,16,11, 1.0366716E-06
7,16,12, 9.2176041E-07
7,16,14, 2.3309151E-08
7,16,15, 2.1130919E-07
7,16,16, 4.2282649E-07
7,17,1, 1.1665773E-13
7,17,2, 2.4461991E-13
7,17,3, 6.9231885E-13
7,17,4, 1.5616142E-12
7,17,5, 3.4310080E-12
7,17,6, 8.6743038E-12
7,17,7, 2.6621803E-11
7,17,8, 8.5514414E-11
7,17,9, 3.1373812E-10
7,17,10, 1.3080879E-09
7,17,11, 5.9543909E-09
7,17,12, 3.2192234E-06
7,17,13, 1.7856069E-05
7,17,14, 7.5531434E-05
7,17,15, 2.9325306E-04
7,17,16, 9.4430209E-04
7,17,17, 3.4744294E-04
7,18,6, 6.9006010E-13
7,18,7, 3.5876301E-12
7,18,8, 2.7622640E-11
7,18,9, 1.2920952E-10
7,18,10, 6.0134774E-10
7,18,11, 2.7906032E-09
7,18,12, 1.3577272E-08
7,18,13, 6.0010498E-08
7,18,14, 2.7701662E-07
7,18,15, 1.3122335E-06
7,18,16, 6.0413595E-06
7,18,17, 2.1808980E-03
7,18,18, 2.4620920E-03
7,19,6, 1.1132048E-13
7,19,7, 7.9312489E-13
7,19,8, 3.9225519E-12
7,19,9, 2.6785552E-11
7,19,10, 1.2439840E-10
7,19,11, 5.7665224E-10
7,19,12, 2.7959529E-09
7,19,13, 1.5353265E-08
7,19,14, 5.2051614E-08
7,19,15, 1.8183003E-07
7,19,16, 8.8721573E-07
7,19,17, 2.8007285E-05
7,19,18, 2.2276364E-03
7,19,19, 5.2736551E-03
7,20,3, 8.4199611E-14
7,20,4, 2.9271083E-13
7,20,5, 8.7475911E-12
7,20,6, 6.2512845E-11
7,20,7, 2.4537853E-10
7,20,8, 9.4109026E-10
7,20,9, 3.9517171E-09
7,20,10, 1.7389623E-08
7,20,11, 7.8319093E-08
7,20,12, 3.2653344E-07
7,20,13, 1.3600609E-06
7,20,14, 5.5082081E-06
7,20,15, 1.8431604E-05
7,20,16, 5.3362119E-05
7,20,17, 1.4235821E-04
7,20,18, 5.0972467E-05
7,20,19, 2.0093078E-03
7,20,20, 8.4170770E-03
7,21,3, 1.2444581E-13
7,21,4, 5.4295416E-13
7,21,5, 3.0187975E-11
7,21,6, 1.5759568E-10
7,21,7, 7.7836840E-10
7,21,8, 3.2119511E-09
7,21,9, 1.3924396E-08
7,21,10, 6.1996139E-08
7,21,11, 2.6497142E-07
7,21,12, 9.5875029E-07
7,21,13, 3.4102052E-06
7,21,14, 1.2325013E-05
7,21,15, 4.3747169E-05
7,21,16, 1.6173875E-04
7,21,17, 6.0876406E-04
7,21,18, 2.0893423E-03
7,21,19, 3.6026257E-03
7,21,20, 3.6247492E-03
7,21,21, 8.0239922E-03
7,22,3, 1.2332151E-11
7,22,4, 5.4216335E-11
7,22,5, 2.0677617E-10
7,22,6, 6.9967447E-10
7,22,7, 2.3093763E-09
7,22,8, 6.8482788E-09
7,22,9, 2.1674973E-08
7,22,10, 6.8700123E-08
7,22,11, 2.1760162E-07
7,22,12, 6.8820793E-07
7,22,13, 2.1793740E-06
7,22,14, 6.9024175E-06
7,22,15, 2.1855545E-05
7,22,16, 7.1289492E-05
7,22,17, 2.9440417E-04
7,22,18, 9.8311082E-04
7,22,19, 3.4883081E-03
7,22,20, 7.8509006E-03
7,22,21, 4.9442057E-03
7,22,22, 6.3633660E-03
7,23,3, 9.7259894E-12
7,23,4, 4.5144382E-11
7,23,5, 2.0919256E-10
7,23,6, 8.2961402E-10
7,23,7, 2.7548480E-09
7,23,8, 8.7379618E-09
7,23,9, 2.6894783E-08
7,23,10, 8.5281980E-08
7,23,11, 2.7001895E-07
7,23,12, 8.5392931E-07
7,23,13, 2.6993051E-06
7,23,14, 8.5613755E-06
7,23,15, 2.7127452E-05
7,23,16, 8.8744647E-05
7,23,17, 3.6726215E-04
7,23,18, 1.2004187E-03
7,23,19, 3.3000609E-03
7,23,20, 5.9321313E-03
7,23,21, 4.8899511E-03
7,23,22, 3.1231447E-03
7,23,23, 7.8164745E-03
7,24,3, 8.0420720E-12
7,24,4, 3.7444644E-11
7,24,5, 1.7380231E-10
7,24,6, 7.9226405E-10
7,24,7, 2.7681574E-09
7,24,8, 9.0750982E-09
7,24,9, 2.7815290E-08
7,24,10, 8.7870773E-08
7,24,11, 2.7765418E-07
7,24,12, 8.7793178E-07
7,24,13, 2.7783498E-06
7,24,14, 8.7852565E-06
7,24,15, 2.7805095E-05
7,24,16, 9.3967412E-05
7,24,17, 3.9290400E-04
7,24,18, 1.2832804E-03
7,24,19, 3.4207637E-03
7,24,20, 5.7078882E-03
7,24,21, 4.0735638E-03
7,24,22, 1.7389815E-03
7,24,23, 1.1210919E-03
7,24,24, 1.0190884E-02
7,25,4, 1.6998736E-11
7,25,5, 3.7735119E-11
7,25,6, 1.3056830E-10
7,25,7, 3.4788299E-10
7,25,8, 1.0290571E-09
7,25,9, 2.8474655E-09
7,25,10, 8.2531403E-09
7,25,11, 2.4601395E-08
7,25,12, 7.4669879E-08
7,25,13, 2.3072352E-07
7,25,14, 7.8402248E-07
7,25,15, 2.4844873E-06
7,25,16, 8.2981382E-06
7,25,17, 3.1630386E-05
7,25,18, 1.2441086E-04
7,25,19, 4.4908097E-04
7,25,20, 1.6129679E-03
7,25,21, 3.0588967E-03
7,25,22, 3.6878972E-03
7,25,23, 1.4016569E-03
7,25,24, 1.2315434E-03
7,25,25, 1.0897327E-02
8,2,1, 7.9732809E-08
8,2,2, 5.5972017E-09
8,3,2, 7.5573823E-08
8,3,3, 5.2687718E-09
8,4,3, 7.7945810E-08
8,4,4, 3.1082755E-09
8,5,4, 8.0520351E-08
8,5,5, 2.7289848E-09
8,6,5, 8.0165624E-08
8,6,6,-4.3124422E-09
8,7,6, 7.8846416E-08
8,7,7,-4.7279754E-09
8,8,7, 2.0539482E-08
8,8,8,-1.8014405E-08
8,9,8,-8.4668337E-09
8,9,9, 7.9640227E-09
8,10,9, 6.1306011E-08
8,10,10,-1.7743680E-07
8,11,10, 8.6834475E-08
8,11,11,-2.3879005E-07
8,12,11, 1.6057915E-07
8,12,12,-8.8446374E-08
8,13,12,-1.5144019E-05
8,13,13, 1.5224039E-05
8,14,13, 1.0284832E-06
8,14,14,-1.0678483E-06
8,15,5, 1.5431473E-13
8,15,6, 7.1487171E-13
8,15,7, 3.3125408E-12
8,15,8, 1.5339093E-11
8,15,9, 7.0895554E-11
8,15,10, 3.2609384E-10
8,15,11, 1.4856995E-09
8,15,12, 6.5743606E-09
8,15,13, 2.5187177E-08
8,15,14,-1.8313545E-06
8,15,15, 1.2492419E-06
8,16,4, 2.4037064E-11
8,16,5, 1.0817135E-10
8,16,6, 4.9378298E-10
8,16,7, 2.2701274E-09
8,16,8, 1.0500906E-08
8,16,9, 4.8583051E-08
8,16,10, 2.2473500E-07
8,16,11, 1.0366716E-06
8,16,12, 9.2176041E-07
8,16,14, 2.3309151E-08
8,16,15, 2.2300237E-07
8,16,16, 7.5719612E-09
8,17,1, 1.1665773E-13
8,17,2, 2.4461991E-13
8,17,3, 6.9231885E-13
8,17,4, 1.5616142E-12
8,17,5, 3.4310080E-12
8,17,6, 8.6743038E-12
8,17,7, 2.6621803E-11
8,17,8, 8.5514414E-11
8,17,9, 3.1373812E-10
8,17,10, 1.3080879E-09
8,17,11, 5.9543909E-09
8,17,12, 3.2192234E-06
8,17,13, 1.7856069E-05
8,17,14, 7.5531434E-05
8,17,15, 2.9325306E-04
8,17,16, 9.4431372E-04
8,17,17, 3.4731078E-04
8,18,6, 6.9006010E-13
8,18,7, 3.5876301E-12
8,18,8, 2.7622640E-11
8,18,9, 1.2920952E-10
8,18,10, 6.0134774E-10
8,18,11, 2.7906032E-09
8,18,12, 1.3577272E-08
8,18,13, 6.0010498E-08
8,18,14, 2.7701662E-07
8,18,15, 1.3122335E-06
8,18,16, 6.0413595E-06
8,18,17, 2.1809142E-03
8,18,18, 2.4620905E-03
8,19,6, 1.1132048E-13
8,19,7, 7.9312489E-13
8,19,8, 3.9225519E-12
8,19,9, 2.6785552E-11
8,19,10, 1.2439840E-10
8,19,11, 5.7665224E-10
8,19,12, 2.7959529E-09
8,19,13, 1.5353265E-08
8,19,14, 5.2051614E-08
8,19,15, 1.8183003E-07
8,19,16, 8.8721573E-07
8,19,17, 2.8007285E-05
8,19,18, 2.2276465E-03
8,19,19, 5.2735684E-03
8,20,3, 8.4199611E-14
8,20,4, 2.9271083E-13
8,20,5, 8.7475911E-12
8,20,6, 6.2512845E-11
8,20,7, 2.4537853E-10
8,20,8, 9.4109026E-10
8,20,9, 3.9517171E-09
8,20,10, 1.7389623E-08
8,20,11, 7.8319093E-08
8,20,12, 3.2653344E-07
8,20,13, 1.3600609E-06
8,20,14, 5.5082081E-06
8,20,15, 1.8431604E-05
8,20,16, 5.3362119E-05
8,20,17, 1.4235821E-04
8,20,18, 5.0972467E-05
8,20,19, 2.0087094E-03
8,20,20, 8.4133315E-03
8,21,3, 1.2444581E-13
8,21,4, 5.4295416E-13
8,21,5, 3.0187975E-11
8,21,6, 1.5759568E-10
8,21,7, 7.7836840E-10
8,21,8, 3.2119511E-09
8,21,9, 1.3924396E-08
8,21,10, 6.1996139E-08
8,21,11, 2.6497142E-07
8,21,12, 9.5875029E-07
8,21,13, 3.4102052E-06
8,21,14, 1.2325013E-05
8,21,15, 4.3747169E-05
8,21,16, 1.6173875E-04
8,21,17, 6.0876406E-04
8,21,18, 2.0893423E-03
8,21,19, 3.6026257E-03
8,21,20, 3.6179237E-03
8,21,21, 7.9367424E-03
8,22,3, 1.2332151E-11
8,22,4, 5.4216335E-11
8,22,5, 2.0677617E-10
8,22,6, 6.9967447E-10
8,22,7, 2.3093763E-09
8,22,8, 6.8482788E-09
8,22,9, 2.1674973E-08
8,22,10, 6.8700123E-08
8,22,11, 2.1760162E-07
8,22,12, 6.8820793E-07
8,22,13, 2.1793740E-06
8,22,14, 6.9024175E-06
8,22,15, 2.1855545E-05
8,22,16, 7.1289492E-05
8,22,17, 2.9440417E-04
8,22,18, 9.8311082E-04
8,22,19, 3.4883081E-03
8,22,20, 7.8509006E-03
8,22,21, 4.9472813E-03
8,22,22, 5.5628550E-03
8,23,3, 9.7259894E-12
8,23,4, 4.5144382E-11
8,23,5, 2.0919256E-10
8,23,6, 8.2961402E-10
8,23,7, 2.7548480E-09
8,23,8, 8.7379618E-09
8,23,9, 2.6894783E-08
8,23,10, 8.5281980E-08
8,23,11, 2.7001895E-07
8,23,12, 8.5392931E-07
8,23,13, 2.6993051E-06
8,23,14, 8.5613755E-06
8,23,15, 2.7127452E-05
8,23,16, 8.8744647E-05
8,23,17, 3.6726215E-04
8,23,18, 1.2004187E-03
8,23,19, 3.3000609E-03
8,23,20, 5.9321313E-03
8,23,21, 4.8899511E-03
8,23,22, 3.1354127E-03
8,23,23, 5.4688080E-03
8,24,3, 8.0420720E-12
8,24,4, 3.7444644E-11
8,24,5, 1.7380231E-10
8,24,6, 7.9226405E-10
8,24,7, 2.7681574E-09
8,24,8, 9.0750982E-09
8,24,9, 2.7815290E-08
8,24,10, 8.7870773E-08
8,24,11, 2.7765418E-07
8,24,12, 8.7793178E-07
8,24,13, 2.7783498E-06
8,24,14, 8.7852565E-06
8,24,15, 2.7805095E-05
8,24,16, 9.3967412E-05
8,24,17, 3.9290400E-04
8,24,18, 1.2832804E-03
8,24,19, 3.4207637E-03
8,24,20, 5.7078882E-03
8,24,21, 4.0735638E-03
8,24,22, 1.7389815E-03
8,24,23, 1.0965303E-03
8,24,24, 7.2189459E-03
8,25,4, 1.6998736E-11
8,25,5, 3.7735119E-11
8,25,6, 1.3056830E-10
8,25,7, 3.4788299E-10
8,25,8, 1.0290571E-09
8,25,9, 2.8474655E-09
8,25,10, 8.2531403E-09
8,25,11, 2.4601395E-08
8,25,12, 7.4669879E-08
8,25,13, 2.3072352E-07
8,25,14, 7.8402248E-07
8,25,15, 2.4844873E-06
8,25,16, 8.2981382E-06
8,25,17, 3.1630386E-05
8,25,18, 1.2441086E-04
8,25,19, 4.4908097E-04
8,25,20, 1.6129679E-03
8,25,21, 3.0588967E-03
8,25,22, 3.6878972E-03
8,25,23, 1.4016569E-03
8,25,24, 1.2938077E-03
8,25,25, 8.7015228E-03
9,2,1,-6.6334876E-07
9,2,2, 1.6903988E-08
9,3,2,-6.2965955E-07
9,3,3, 1.7445799E-08
9,4,3,-6.3351661E-07
9,4,4, 1.7134373E-08
9,5,4,-6.6394133E-07
9,5,5, 1.7908798E-08
9,6,5,-6.3167343E-07
9,6,6, 1.9664456E-08
9,7,6,-6.3325905E-07
9,7,7, 1.6976734E-08
9,8,7,-1.7121242E-07
9,8,8, 6.9886341E-09
9,9,8,-2.1405483E-07
9,9,9, 6.5972487E-08
9,10,9,-2.0306903E-07
