 GroupIndex,Value
1, 1.4301944E-01
2, 1.3665377E-01
3, 1.3386334E-01
4, 1.3096729E-01
5, 1.7424256E-01
6, 1.3773030E-01
7, 1.6023999E-01
8, 1.3994717E-01
9, 1.6082787E-01
10, 1.5935885E-01
11, 1.5177399E-01
12, 1.5554310E-01
13, 1.6563886E-01
14, 1.5955995E-01
15, 1.5916219E-01
16, 1.5660220E-01
17, 1.5021849E-01
18, 1.4066273E-01
19, 1.3243870E-01
20, 1.3295047E-01
21, 1.1208826E-01
22, 7.7793636E-02
23, 8.5892349E-02
24, 7.8026660E-02
25, 6.5073255E-02
