 GroupIndex,Value
1, 1.2472536E-02
2, 6.7281520E-03
3, 5.0272566E-03
4, 5.3835435E-03
5, 4.5160498E-02
6, 1.7755355E-02
7, 1.6607961E-02
8, 8.7389567E-03
9, 9.5194294E-03
10, 6.9960685E-03
11, 6.8628141E-03
12, 5.6521128E-03
13, 5.2234310E-03
14, 4.7042582E-03
15, 3.9250114E-03
16, 2.9267290E-03
17, 1.7952660E-03
18, 1.1155955E-03
19, 9.0188013E-04
20, 9.6039798E-04
21, 1.0948920E-03
22, 3.6055251E-03
23, 4.0097773E-03
24, 4.9020533E-03
25, 1.5441001E-02
